4.230          32.643                 847                 858                 858                 500.000   
4.240          32.571                 847                 858                 858                 500.000   
4.250          32.499                 847                 864                 864                 500.000   
4.260          32.427                 859                 864                 864                 500.000   
4.270          32.355                 859                 864                 864                 500.000   
4.280          32.284                 859                 864                 864                 500.000   
4.290          32.213                 859                 876                 876                 500.000   
4.300          32.142                 871                 882                 882                 500.000   
4.310          32.072                 877                 888                 888                 500.000   
4.320          32.002                 889                 888                 888                 500.000   
4.330          31.932                 889                 894                 894                 500.000   
4.340          31.863                 889                 894                 894                 500.000   
4.350          31.794                 913                 900                 900                 500.000   
4.360          31.725                 913                 900                 900                 500.000   
4.370          31.656                 913                 900                 900                 500.000   
4.380          31.588                 913                 906                 906                 500.000   
4.390          31.520                 913                 906                 906                 500.000   
4.400          31.452                 925                 912                 912                 500.000   
4.410          31.385                 925                 912                 912                 500.000   
4.420          31.318                 925                 924                 924                 500.000   
4.430          31.251                 925                 924                 924                 500.000   
4.440          31.184                 931                 930                 930                 500.000   
4.450          31.118                 931                 936                 936                 500.000   
4.460          31.052                 955                 942                 942                 500.000   
4.470          30.986                 955                 942                 942                 500.000   
4.480          30.920                 955                 951                 951                 500.000   
4.490          30.855                 955                 957                 957                 500.000   
4.500          30.790                 955                 957                 957                 500.000   
4.510          30.725                 955                 969                 969                 500.000   
4.520          30.661                 955                 975                 975                 500.000   
4.530          30.597                 955                 975                 975                 500.000   
4.540          30.533                 967                 975                 975                 500.000   
4.550          30.469                 967                 975                 975                 500.000   
4.560          30.406                 967                 981                 981                 500.000   
4.570          30.343                 979                 981                 981                 500.000   
4.580          30.280                 979                 993                 993                 500.000   
4.590          30.217                 1003                993                 993                 500.000   
4.600          30.155                 1003                999                 999                 500.000   
4.610          30.093                 1003                999                 999                 500.000   
4.620          30.031                 1015                1005                1005                500.000   
4.630          29.969                 1015                1011                1011                500.000   
4.640          29.908                 1027                1011                1011                500.000   
4.650          29.847                 1027                1014                1014                500.000   
4.660          29.786                 1027                1020                1020                500.000   
4.670          29.725                 1027                1026                1026                500.000   
4.680          29.665                 1039                1026                1026                500.000   
4.690          29.604                 1039                1032                1032                500.000   
4.700          29.544                 1039                1038                1038                500.000   
4.710          29.485                 1039                1038                1038                500.000   
4.720          29.425                 1039                1038                1038                500.000   
4.730          29.366                 1045                1050                1050                500.000   
4.740          29.307                 1057                1062                1062                500.000   
4.750          29.248                 1069                1062                1062                500.000   
4.760          29.190                 1069                1068                1068                500.000   
4.770          29.131                 1069                1074                1074                500.000   
4.780          29.073                 1069                1074                1074                500.000   
4.790          29.015                 1069                1086                1086                500.000   
4.800          28.958                 1069                1092                1092                500.000   
4.810          28.900                 1069                1092                1092                500.000   
4.820          28.843                 1075                1092                1092                500.000   
4.830          28.786                 1099                1092                1092                500.000   
4.840          28.730                 1099                1098                1098                500.000   
4.850          28.673                 1111                1098                1098                500.000   
4.860          28.617                 1111                1098                1098                500.000   
4.870          28.561                 1111                1110                1110                500.000   
4.880          28.505                 1123                1110                1110                500.000   
4.890          28.449                 1123                1116                1116                500.000   
4.900          28.394                 1135                1116                1116                500.000   
4.910          28.338                 1135                1134                1134                500.000   
4.920          28.283                 1135                1140                1140                500.000   
4.930          28.228                 1147                1140                1140                500.000   
4.940          28.174                 1147                1140                1140                500.000   
4.950          28.119                 1159                1140                1140                500.000   
4.960          28.065                 1159                1152                1152                500.000   
4.970          28.011                 1159                1152                1152                500.000   
4.980          27.957                 1159                1152                1152                500.000   
4.990          27.904                 1159                1161                1161                500.000   
5.000          27.850                 1159                1167                1167                500.000   
